,Company,Location,Date,Job_Title,Subspecialty,Years_Experience,Total_Comp
102,Microsoft,"Redmond, WA", 9/29/20,62,Product,,"$185,000"
103,Expedia,"Seattle, WA", 9/29/20,M,Product,,"$230,000"
104,VMware,"Palo Alto, CA", 9/29/20,L3,Product,,"$187,000"
105,Nike,"Warsaw, MZ, Poland", 9/29/20,L3,Product,,"$10,000"
106,Goldman Sachs,"New York, NY", 9/29/20,Executive Director / Vice-President,Product,,"$355,000"
107,walmart,"Sunnyvale, CA", 9/29/20,X5,Consumer,,"$236,000"
108,Expedia,"London, EN, United Kingdom", 9/29/20,L5,Technical,,"$200,000"
109,Redfin,"San Francisco, CA", 9/29/20,I,Web Development (Front-End),,"$139,000"
110,Google,"Sunnyvale, CA", 9/28/20,L5,Enterprise,,"$409,000"
111,Dell,"Boston, MA", 9/28/20,I9,Enterprise,,"$211,000"
112,Amazon,"Seattle, WA", 9/28/20,L6,Technical,,"$337,000"
113,Micron Technology,"Boise, ID", 9/28/20,M2,Product,,"$230,000"
114,Amazon,"Irvine, CA", 9/28/20,L6,Technical,,"$230,000"
115,Twitter,"San Francisco, CA", 9/28/20,PM I,Ads,,"$152,000"
116,Amazon,"Delhi, DL, India", 9/27/20,L8,Technical,,"$256,000"
117,Comcast,"Philadelphia, PA", 9/27/20,Manager 2,Product,,"$161,000"
118,Workday,"Pleasanton, CA", 9/27/20,Associate Product Manager (P1),Technical,,"$136,000"
119,PayPal,"San Jose, CA", 9/27/20,Member of Technical Staff 1,Consumer,,"$250,000"
120,Cisco,"San Jose, CA", 9/26/20,Grade 10,Product,,"$214,000"
121,Hitachi,"Santa Clara, CA", 9/26/20,P6,Product,,"$217,000"
122,Amazon,"Arlington, VA", 9/26/20,L6,Internal,,"$250,000"
123,Microsoft,"Seattle, WA", 9/25/20,64,Technical,,"$233,000"
124,IBM,"Austin, TX", 9/25/20,Associate Offering Manager,Product,,"$120,000"
125,HP,"Palo Alto, CA", 9/25/20,specialist,Product,,"$151,000"
126,Google,"Kirkland, WA", 9/25/20,Manager (L6),Technical,,"$506,000"
127,IBM,"Stuttgart, BW, Germany", 9/25/20,Band 7,Product,,"$80,000"
128,Wayfair,"Boston, MA", 9/25/20,L5,Technical,,"$427,000"
129,Microsoft,"Redmond, WA", 9/25/20,63,Product,,"$195,000"
130,Glassdoor,"San Francisco, CA", 9/24/20,Lead Product Manager,Enterprise,,"$228,000"
131,Microsoft,"Reston, VA", 9/24/20,PM 2,Product,,"$201,000"
132,Microsoft,"Seattle, WA", 9/24/20,61,Product,,"$174,000"
133,Twitter,"San Francisco, CA", 9/24/20,PM I,Enterprise,,"$186,000"
134,Booking.com,"Amsterdam, NH, Netherlands", 9/24/20,G,Analytic,,"$185,000"
135,Microsoft,"Seattle, WA", 9/24/20,63,Product,,"$220,000"
136,Microsoft,"Oakland, CA", 9/24/20,61,Growth,,"$164,000"
137,Intuit,"Bengaluru, KA, India", 9/24/20,PM 2,Growth,,"$68,000"
138,Google,"Mountain View, CA", 9/23/20,L5,Consumer,,"$335,000"
139,Lyft,"San Francisco, CA", 9/23/20,T4,Consumer,,"$182,000"
140,Microsoft,"Hyderabad, TS, India", 9/23/20,62,Consumer,,"$57,000"
141,Microsoft,"Hyderabad, TS, India", 9/23/20,63,Product,,"$90,000"
142,Amazon,"Seattle, WA", 9/22/20,L6,Technical,,"$240,000"
143,Facebook,"Menlo Park, CA", 9/22/20,Rotational Product Manager (RPM),Product,,"$163,000"
144,Amazon,"Seattle, WA", 9/22/20,L6,Growth,,"$232,000"
145,Workday,"San Francisco, CA", 9/22/20,P4,Technical,,"$227,000"
146,Amazon,"Seattle, WA", 9/22/20,L6,Product,,"$258,000"
147,Uber,"San Francisco, CA", 9/22/20,Senior Product Manager,Consumer,,"$380,000"
148,Intuit,"Mountain View, CA", 9/22/20,PM 2,Product,,"$192,000"
149,Walmart Labs,"Sunnyvale, CA", 9/22/20,x6,Product,,"$320,000"
150,Amazon,"Munich, BY, Germany", 9/22/20,L5,Consumer,,"$79,000"
151,Wayfair,"Boston, MA", 9/22/20,L5,Enterprise,,"$350,000"
152,Facebook,"Menlo Park, CA", 9/22/20,L6 Product Manager,Technical,,"$400,000"
153,Amazon,"Seattle, WA", 9/22/20,L7,Technical,,"$750,000"
154,Amazon,"Bengaluru, KA, India", 9/22/20,L6,Product,,"$90,000"
155,Intuit,"Mountain View, CA", 9/21/20,PM 1,Product,,"$137,000"
156,Amazon,"Seattle, WA", 9/21/20,L7,Consumer,,"$375,000"
157,Amazon,"Dublin, DN, Ireland", 9/21/20,L6,Technical,,"$172,000"
158,Amazon,"Seattle, WA", 9/21/20,L5,Technical,,"$205,000"
159,Microsoft,"Redmond, WA", 9/21/20,L65,Product,,"$230,000"
160,The Home Depot,"Atlanta, GA", 9/21/20,Product Manager,Product,,"$120,000"
161,Tableau Software,"Seattle, WA", 9/21/20,Senior Product Manager,Product,,"$265,000"
162,Amazon,"Seattle, WA", 9/21/20,L6,Operations,,"$219,000"
163,Amazon,"Seattle, WA", 9/21/20,L6,Technical,,"$254,000"
164,Oracle,"Hyderabad, TS, India", 9/21/20,M4,Enterprise,,"$183,000"
165,Amazon,"Seattle, WA", 9/20/20,L7,Operations,,"$198,000"
166,SAP,"Bangalore, KA, India", 9/19/20,T4.3,Enterprise,,"$86,000"
167,LiveRamp,"San Francisco, CA", 9/19/20,L4,Product,,"$180,000"
168,Microsoft,"Seattle, WA", 9/19/20,62,Product,,"$175,000"
169,vmware,"Palo Alto, CA", 9/19/20,p5,Enterprise,,"$275,000"
170,Coinbase,"San Francisco, CA", 9/18/20,L6,Product,,"$360,000"
171,Facebook,"Menlo Park, CA", 9/18/20,L5 Product Manager,Product,,"$335,000"
172,Wayfair,"Boston, MA", 9/18/20,L4,Product,,"$249,000"
173,Visa,"San Francisco, CA", 9/18/20,Senior Director,Product,,"$325,000"
174,Amazon,"Seattle, WA", 9/18/20,L5,Product,,"$150,000"
175,VMware,"Washington, DC", 9/18/20,P3,Enterprise,,"$135,000"
176,Oracle,"Seattle, WA", 9/18/20,IC-4,Product,,"$280,000"
177,Microsoft,"Redmond, WA", 9/18/20,59,Product,,"$228,000"
178,Amazon,"Seattle, WA", 9/18/20,L7,Product,,"$268,000"
179,Cisco,"San Francisco, CA", 9/17/20,Grade 12,Product,,"$259,000"
180,Ernst and Young,"Atlanta, GA", 9/17/20,M5,Product,,"$160,000"
181,Credit Karma,"San Francisco, CA", 9/17/20,Intern,Infrastructure,,"$120,000"
182,Zendesk,"San Francisco, CA", 9/17/20,SB,Analytic,,"$245,000"
183,Salesforce,"San Francisco, CA", 9/17/20,VP,Enterprise,,"$900,000"
184,Intel,"Hillsboro, OR", 9/17/20,Grade 9,Technical,,"$224,000"
185,Facebook,"Menlo Park, CA", 9/16/20,Rotational Product Manager (RPM),Product,,"$162,000"
186,Workday,"Pleasanton, CA", 9/16/20,P4,Analytic,,"$260,000"
187,eBay,"San Francisco, CA", 9/16/20,Principal MTS,Consumer,,"$237,000"
188,Salesforce,"Seattle, WA", 9/16/20,Senior Product Manager,Product,,"$223,000"
189,Northrop Grumman,"Chicago, IL", 9/16/20,M3,Technical,,"$160,000"
190,Adobe,"San Jose, CA", 9/16/20,L4,Enterprise,,"$288,000"
191,Tesla,"San Francisco, CA", 9/16/20,P5,Product,,"$325,000"
192,Oracle,"Redwood City, CA", 9/16/20,Senior MTS,Product,,"$150,000"
193,Amazon,"Seattle, WA", 9/16/20,L6,Product,,"$220,000"
194,Workday,"San Francisco, CA", 9/16/20,P5,Product,,"$300,000"
195,N26,"Berlin, BE, Germany", 9/16/20,L4,Product,,"$75,000"
196,Yandex,"Moscow, MC, Russia", 9/16/20,G16,Growth,,"$60,000"
197,Quora,"San Francisco, CA", 9/16/20,L7,Consumer,,"$400,000"
198,Intel,"Chandler, AZ", 9/15/20,Grade 9,Product,,"$240,000"
199,Walmart Labs,"San Bruno, CA", 9/15/20,X4,Consumer,,"$179,000"
200,Postmates,"San Francisco, CA", 9/15/20,L4,Technical,,"$210,000"
201,Shopify,"Toronto, ON, Canada", 9/15/20,L5,Product,,"$121,000"
202,Amazon,"San Francisco, CA", 9/15/20,L6,Technical,,"$360,000"
203,HubSpot,"Dublin, DN, Ireland", 9/15/20,L5,Enterprise,,"$192,000"
204,Google,"Mountain View, CA", 9/14/20,L7,Infrastructure,,"$200,000"
205,KeepTruckin,"San Francisco, CA", 9/14/20,L5,Product,,"$380,000"
206,Amazon,"Seattle, WA", 9/14/20,L7,Product,,"$500,000"
207,Credit Karma,"San Francisco, CA", 9/14/20,Senior Product Manager,Product,,"$307,000"
208,Microsoft,"Seattle, WA", 9/14/20,64,Enterprise,,"$225,000"
209,Texas Instruments,"Dallas, TX", 9/14/20,29,Technical,,"$203,000"
210,UiPath,"Bellevue, WA", 9/14/20,Principal Product Manager,Product,,"$415,000"
211,Amazon,"Seattle, WA", 9/13/20,L6,Technical,,"$212,000"
212,citi,"Hong Kong, HK, Hong Kong (SAR)", 9/13/20,Director,Product,,"$260,000"
213,Amazon,"Seattle, WA", 9/13/20,L5,Technical,,"$200,000"
214,Amazon,"Seattle, WA", 9/13/20,L6,Product,,"$191,000"
215,Nutanix,"San Jose, CA", 9/13/20,Product Manager 5,Product,,"$235,000"
216,Google,"San Francisco, CA", 9/13/20,L6,Product,,"$300,000"
217,Microsoft,"Seattle, WA", 9/13/20,L65,Growth,,"$230,000"
218,oracle,"Zurich, ZH, Switzerland", 9/12/20,ic5,Enterprise,,"$190,000"
219,Adobe,"Austin, TX", 9/12/20,L50,Product,,"$320,000"
220,Citi,"Hong Kong, HK, Hong Kong (SAR)", 9/12/20,Director,Product,,"$260,000"
221,Expedia,"Seattle, WA", 9/12/20,L,Consumer,,"$156,000"
222,Amazon,"Seattle, WA", 9/12/20,L6,Product,,"$195,000"
223,USAA,"San Antonio, TX", 9/12/20,Lead Software Engineer,Infrastructure,,"$182,000"
224,Workday,"Pleasanton, CA", 9/12/20,P4,Technical,,"$274,000"
225,Salesforce,"New York, NY", 9/11/20,Senior Product Manager,Product,,"$210,000"
226,Publicis Sapient,"Washington, DC", 9/11/20,L1,Product,,"$55,000"
227,Oracle,"Seattle, WA", 9/10/20,IC-4,Infrastructure,,"$288,000"
228,ADP,"Atlanta, GA", 9/10/20,7,Product,,"$130,000"
229,Facebook,"Menlo Park, CA", 9/10/20,L5 Product Manager,Consumer,,"$330,000"
230,ServiceNow,"Kirkland, WA", 9/10/20,IC5,Infrastructure,,"$275,000"
231,Flipkart,"Bangalore, KA, India", 9/10/20,Group Product Manager,Product,,"$133,000"
232,Rally Health,"San Francisco, C",| 9/9/20,Sr PM,Product,,"$210,000"
233,Wayfair,"Boston, M",| 9/9/20,L4,Consumer,,"$250,000"
234,Cornerstone Ondemand,"Los Angeles, C",| 9/9/20,Senior,Product,,"$173,000"
235,Amazon,"Seattle, W",| 9/9/20,L6,Product,,"$333,000"
236,Microsoft,"Herzliyya, TA, Israe",| 9/9/20,63,Product,,"$204,000"
237,Amazon,"Seattle, W",| 9/9/20,L5,Enterprise,,"$165,000"
238,Amazon,"Seattle, W",| 9/9/20,L6,Enterprise,,"$207,000"
239,SAP,"Bangalore, KA, Indi",| 9/9/20,T4,Enterprise,,"$109,000"
240,Uber,"San Francisco, C",| 9/8/20,L5B,Product,,"$515,000"
241,Amazon,"Seattle, W",| 9/8/20,L6,Technical,,"$205,000"
242,Amazon,"Seattle, W",| 9/8/20,L6,Product,,"$185,000"
243,IBM,"San Jose, C",| 9/8/20,Associate Offering Manager,Product,,"$122,000"
244,eBay,"San Jose, C",| 9/8/20,26,Technical,,"$278,000"
245,Amazon,"Munich, BY, German",| 9/7/20,L8,Consumer,,"$305,000"
246,Cisco,"Chennai, TN, Indi",| 9/7/20,Grade 10,Technical,,"$29,000"
247,Expedia,"Seattle, W",| 9/7/20,K,Product,,"$103,000"
248,Splunk,"San Jose, C",| 9/7/20,P6,Enterprise,,"$750,000"
249,Grubhub,"Chicago, I",| 9/7/20,Senior Product Manager,Product,,"$185,000"
250,Amazon,"Palo Alto, C",| 9/7/20,L6,Technical,,"$262,000"
251,PayPal,"San Jose, C",| 9/7/20,27,Product,,"$370,000"
252,Intuit,"Mountain View, C",| 9/6/20,Senior PM,Product,,"$250,000"
253,Amazon,"Seattle, W",| 9/6/20,L7,Consumer,,"$350,000"
254,Adobe,"San Jose, C",| 9/5/20,L3,Product,,"$240,000"
255,Microsoft,"Seattle, W",| 9/5/20,59,Product,,"$166,000"
256,Amazon,"Seattle, W",| 9/5/20,L6,Product,,"$315,000"
257,LinkedIn,"San Francisco, C",| 9/4/20,Senior Product Manager,Product,,"$310,000"
258,Microsoft,"Redmond, W",| 9/4/20,65,Enterprise,,"$270,000"
259,Microsoft,"Redmond, W",| 9/4/20,64,Technical,,"$239,000"
260,Ticketmaster,"Los Angeles, C",| 9/4/20,VP,Product,,"$359,000"
261,Deloitte,"New York, N",| 9/4/20,Senior Manager,ML / AI,,"$225,000"
262,Amazon,"Berlin, BE, German",| 9/4/20,L6,Product,,"$113,000"
263,Microsoft,"Redmond, W",| 9/4/20,59,Product,,"$131,000"
264,Amazon,"Brasilia, DF, Brazi",| 9/3/20,L5,Product,,"$54,000"
265,Microsoft,"Redmond, W",| 9/3/20,67,Operations,,"$508,000"
266,Oracle,"San Francisco, C",| 9/3/20,IC-5,Enterprise,,"$202,000"
267,GoDaddy,"Kirkland, W",| 9/3/20,Senior Director,Product,,"$387,000"
268,Salesforce,"Seattle, W",| 9/3/20,Senior Product Manager,Technical,,"$438,000"
269,Salesforce,"Seattle, W",| 9/3/20,Product Manager,Technical,,"$104,000"
270,Intuit,"Charlotte, N",| 9/3/20,Sr. Product Manager,Product,,"$223,000"
271,Facebook,"Menlo Park, C",| 9/3/20,IC5,Product,,"$365,000"
272,Amazon,"Seattle, W",| 9/3/20,L6,Product,,"$230,000"
273,eBay,"San Jose, C",| 9/3/20,L25,Product,,"$221,000"
274,Salesforce,"San Francisco, C",| 9/3/20,senior product manager,Product,,"$270,000"
275,Airbnb,"San Francisco, C",| 9/3/20,G10,Infrastructure,,"$345,000"
276,Cisco Systems,"San Jose, C",| 9/2/20,11,Technical,,"$220,000"
277,Disney,"Burbank, C",| 9/2/20,Product Manager,Enterprise,,"$161,000"
278,Cisco,"San Jose, C",| 9/2/20,Grade 9,Product,,"$180,000"
279,Facebook,"Menlo Park, C",| 9/2/20,IC5,Privacy,,"$391,000"
280,Walmart,"New York, N",| 9/2/20,L4,Enterprise,,"$222,000"
281,IBM,"Austin, T",| 9/2/20,Band 8,Technical,,"$148,000"
282,LinkedIn,"San Francisco, C",| 9/2/20,Product Manager,Consumer,,"$259,000"
283,Microsoft,"Seattle, W",| 9/2/20,62,Product,,"$189,000"
284,Microsoft,"Redmond, W",| 9/2/20,60,Security,,"$137,000"
285,Microsoft,"Redmond, W",| 9/2/20,59,Enterprise,,"$119,000"
286,Microsoft,"Hyderabad, TS, Indi",| 9/2/20,63,Internal,,"$188,000"
287,Credit Karma,"San Francisco, C",| 9/2/20,L3,Technical,,"$300,000"
288,Samsung Electronics America,"Mountain View, C",| 9/2/20,CL2,Product,,"$222,000"
289,Humana,"Louisville, K",| 9/2/20,Strategic Advancement Advisor,Product,,"$138,000"
290,Zillow,"Seattle, W",| 9/2/20,P5,Product,,"$284,000"
291,shopee,"Singapore, SG, Singapor",| 9/2/20,associate product manager,Product,,"$50,000"
292,Google,"Cambridge, M",| 9/2/20,L4,Product,,"$175,000"
293,Siemens,"Morristown, N",| 9/2/20,L3,Product,,"$162,000"
294,Microsoft,"Redmond, W",| 9/1/20,63,Product,,"$200,000"
295,Oracle,"Pleasanton, C",| 9/1/20,IC5,SaaS Product Management,,"$145,000"
296,Facebook,"Menlo Park, C",| 9/1/20,L5 Product Manager,Product,,"$349,000"
297,Oracle,"Boston, M",| 9/1/20,Group Product Manager,Technical,,"$162,000"
298,American Express,"New York, N",| 9/1/20,B35,Enterprise,,"$120,000"
299,Google,"San Francisco, C",| 9/1/20,L5,Consumer,,"$333,000"
300,LinkedIn,"Sunnyvale, C",| 9/1/20,Group Product Manager,Technical,,"$500,000"
301,Microsoft,"Redmond, W",| 9/1/20,64,Product,,"$238,000"
302,Walmart,"San Francisco, C",| 9/1/20,L3,Product,,"$140,000"
303,Google,"Seattle, W",| 9/1/20,L4,Consumer,,"$197,000"
304,Alibaba,"Hangzhou, ZJ, Chin",| 9/1/20,P7,Enterprise,,"$156,000"
305,Microsoft,"Sunnyvale, C",| 9/1/20,60,Product,,"$158,000"
306,Amazon,"Bellevue, W",| 9/1/20,L6,Technical,,"$255,000"
307,Amazon,"Seattle, WA", 8/31/20,L6,User Journey,,"$228,000"
308,ExxonMobil,"Houston, TX", 8/31/20,26,Enterprise,,"$200,000"
309,Accenture,"Austin, TX", 8/31/20,L7,Consumer,,"$160,000"
310,Mastercard,"Arlington, VA", 8/31/20,Senior Product Manager,Product,,"$154,000"
311,Microsoft,"Redmond, WA", 8/31/20,64,Product,,"$238,000"
312,Microsoft,"Seattle, WA", 8/30/20,61,Data,,"$161,000"
313,Microsoft,"Seattle, WA", 8/30/20,65,Product,,"$300,000"
314,Amazon,"New York, NY", 8/30/20,L6,Technical,,"$370,000"
315,Electronic Arts,"Redwood City, CA", 8/30/20,Na,Product,,"$440,000"
316,IBM,"New York, NY", 8/30/20,Band 8,Growth,,"$157,000"
317,Goldman Sachs,"Chicago, IL", 8/30/20,Analyst,Product,,"$121,000"
318,AMD,"Santa Clara, CA", 8/30/20,9,Technical,,"$325,000"
319,Google,"San Francisco, CA", 8/30/20,L5,Growth,,"$205,000"
320,Intuit,"Mountain View, CA", 8/29/20,RPM,Product,,"$137,000"
321,Citi,"Hong Kong, HK, Hong Kong (SAR)", 8/29/20,Director,Product,,"$245,000"
322,Amazon,"Seattle, WA", 8/28/20,L6,Operations,,"$302,000"
323,Workday,"Pleasanton, CA", 8/28/20,P2,Technical,,"$190,000"
324,Twitter,"San Francisco, CA", 8/28/20,PM I,Enterprise,,"$185,000"
325,Salesforce,"San Francisco, CA", 8/28/20,Associate Product Manager,Product,,"$133,000"
326,Citi,"Hong Kong, HK, Hong Kong (SAR)", 8/28/20,Director,Product,,"$250,000"
327,BlackRock,"San Francisco, CA", 8/28/20,Vice President,Product,,"$210,000"
328,Wayfair,"Boston, MA", 8/27/20,L4,Product,,"$390,000"
329,Microsoft,"Redmond, WA", 8/27/20,62,Product,,"$227,000"
330,Google,"Sunnyvale, CA", 8/27/20,L4,Product,,"$220,000"
331,Microsoft,"Bellevue, WA", 8/26/20,L66,Product,,"$307,000"
332,Amazon,"New York, NY", 8/26/20,L7,Technical,,"$400,000"
333,Disney,"Seattle, WA", 8/26/20,Staff Software Engineer,Production,,"$215,000"
334,Rackspace,"Austin, TX", 8/26/20,Senior,Infrastructure,,"$150,000"
335,SAP,"Palo Alto, CA", 8/25/20,T5,Product,,"$304,000"
336,Zynga,"San Francisco, CA", 8/25/20,Director,Mobile (iOS + Android),,"$330,000"
337,Salesforce,"San Francisco, CA", 8/25/20,Senior Director,Product,,"$487,000"
338,Walmart,"Bentonville, AR", 8/25/20,85,Product,,"$156,000"
339,Amazon,"Seattle, WA", 8/25/20,L7,Product,,"$480,000"
340,eBay,"San Jose, CA", 8/25/20,24,Consumer,,"$210,000"
341,Pluralsight,"Salt Lake City, UT", 8/25/20,P4,Internal,,"$153,000"
342,Adobe,"San Francisco, CA", 8/25/20,L5,Product,,"$286,000"
343,LinkedIn,"San Francisco, CA", 8/24/20,Senior Product Manager,Product,,"$420,000"
344,Walmart,"San Bruno, CA", 8/24/20,L4,Technical,,"$202,000"
345,Amazon,"Seattle, WA", 8/24/20,L7,Consumer,,"$350,000"
346,Oracle,"Redwood City, CA", 8/24/20,IC-5,Enterprise,,"$183,000"
347,Microsoft,"Redmond, WA", 8/24/20,59,Product,,"$176,000"
348,Microsoft,"Berlin, BE, Germany", 8/24/20,65,Product,,"$201,000"
349,Oracle,"Los Angeles, CA", 8/24/20,IC-5,Product,,"$319,000"
350,Cisco Systems,"San Jose, CA", 8/23/20,G9,Product,,"$176,000"
351,Google,"Portland, OR", 8/23/20,L6,Enterprise,,"$378,000"
352,Amazon,"Seattle, WA", 8/23/20,L6,Product,,"$260,000"
353,Facebook,"Menlo Park, CA", 8/23/20,L5,Consumer,,"$350,000"
354,Indeed,"Seattle, WA", 8/23/20,L2,ML / AI,,"$250,000"
