,Company,Location,Date,Job_Title,Subspecialty,Years_Experience,Total_Comp
103,HubSpot,"Cambridge, M",| 9/5/20,IC 9,User Experience (UX),,"$160,000"
104,Atlassian,"Sydney, NS, Australi",| 9/5/20,P5,iOS,,"$151,000"
105,Lyft,"San Francisco, C",| 9/4/20,T3,User Experience (UX),,"$230,000"
106,Google,"Kirkland, W",| 9/4/20,L4,User Experience (UX),,"$201,000"
107,Etsy,"Brooklyn, N",| 9/4/20,Ic4,User Experience (UX),,"$227,000"
108,Microsoft,"Bellevue, W",| 9/3/20,63,User Experience (UX),,"$206,000"
109,Workday,"Pleasanton, C",| 9/3/20,L3,User Experience (UX),,"$190,000"
110,Spotify,"New York, N",| 9/3/20,Product Designer,Web,,"$175,000"
111,Samsung,"Mountain View, C",| 9/2/20,Senior I,User Experience (UX),,"$225,000"
112,Amazon,"Seattle, W",| 9/2/20,L5,User Experience (UX),,"$200,000"
113,Microsoft,"Redmond, W",| 9/2/20,Level 61,User Research,,"$147,000"
114,IBM,"Austin, T",| 9/2/20,L7,User Experience (UX),,"$232,000"
115,Amazon,"Seattle, W",| 9/2/20,L5,Interaction Design,,"$214,000"
116,Facebook,"Seattle, W",| 9/1/20,IC4,User Interfaces,,"$170,000"
117,Microsoft,"San Francisco, C",| 9/1/20,L2,User Experience (UX),,"$190,000"
118,Samsara,"San Francisco, CA", 8/31/20,L4,User Experience (UX),,"$130,000"
119,IBM,"Austin, TX", 8/30/20,Band 8,User Experience (UX),,"$138,000"
120,McAfee,"Santa Clara, CA", 8/30/20,L6,Interaction Design,,"$121,000"
121,Morningstar,"Chicago, IL", 8/30/20,Senior,User Experience (UX),,"$130,000"
122,Google,"Mountain View, CA", 8/29/20,L5,Web and Mobile,,"$296,000"
123,Credit Karma,"San Francisco, CA", 8/29/20,Staff,User Experience (UX),,"$315,000"
124,Atlassian,"San Francisco, CA", 8/28/20,P4,User Experience (UX),,"$180,000"
125,DocuSign,"Seattle, WA", 8/28/20,P3,User Experience (UX),,"$168,000"
126,Dropbox,"San Francisco, CA", 8/28/20,IC3,User Experience (UX),,"$276,000"
127,Houzz,"Palo Alto, CA", 8/28/20,L3,User Experience (UX),,"$195,000"
128,Google,"Mountain View, CA", 8/27/20,L6,User Experience (UX),,"$340,000"
129,Postmates,"San Francisco, CA", 8/27/20,,User Experience (UX),,"$129,000"
130,HPE,"Boston, AR", 8/27/20,L2,Usability,,"$120,000"
131,Amazon,"Seattle, WA", 8/27/20,L5,User Experience (UX),,"$180,000"
132,Facebook,"Seattle, WA", 8/26/20,IC6,User Experience (UX),,"$599,000"
133,Amazon,"San Diego, CA", 8/26/20,L4,User Experience (UX),,"$112,000"
134,Best Buy,"Minneapolis, MN", 8/26/20,L3,User Research,,"$78,000"
135,Amazon,"Vancouver, BC, Canada", 8/26/20,L5,User Experience (UX),,"$109,000"
136,Okta,"San Francisco, CA", 8/25/20,3,User Experience (UX),,"$238,000"
137,GE Healthcare,"Seattle, WA", 8/25/20,Senior,User Experience (UX),,"$125,000"
138,Cisco,"San Jose, CA", 8/25/20,Grade 8,User Experience (UX),,"$169,000"
139,Google,"San Francisco, CA", 8/24/20,L6,User Experience (UX),,"$460,000"
140,Uber,"San Francisco, CA", 8/24/20,Product Designer II,Web and Mobile,,"$203,000"
141,Reddit,"San Francisco, CA", 8/24/20,L4,Interaction Design,,"$200,000"
142,Google,"San Francisco, CA", 8/24/20,L4,User Experience (UX),,"$200,000"
143,Microsoft,"Hyderabad, AP, India", 8/24/20,61,User Experience (UX),,"$42,000"
144,Facebook,"Menlo Park, CA", 8/22/20,L7,Interaction Design,,"$538,000"
145,Workday,"San Francisco, CA", 8/21/20,P2,User Experience (UX),,"$120,000"
146,Amazon,"San Francisco, CA", 8/21/20,L5,User Experience (UX),,"$185,000"
147,Google,"New York, NY", 8/21/20,L4,User Experience (UX),,"$250,000"
148,Amazon,"Toronto, ON, Canada", 8/21/20,L6,User Experience (UX),,"$184,000"
149,Amazon,"Barcelona, CT, Spain", 8/21/20,L2,User Experience (UX),,"$50,000"
150,Amazon,"Seattle, WA", 8/20/20,L5,User Experience (UX),,"$226,000"
151,Intuit,"Mountain View, CA", 8/20/20,Director,User Experience (UX),,"$470,000"
152,Google,"San Francisco, CA", 8/20/20,L3,Usability,,"$120,000"
153,Samsung,"Bangalore, KA, India", 8/19/20,L3,User Experience (UX),,"$25,000"
154,Adobe,"San Francisco, CA", 8/19/20,L4,User Experience (UX),,"$154,000"
155,Microsoft,"Redmond, WA", 8/19/20,66,User Experience (UX),,"$366,000"
156,Facebook,"London, EN, United Kingdom", 8/19/20,IC5,Interaction Design,,"$185,000"
157,Microsoft,"Seattle, WA", 8/19/20,64,User Experience (UX),,"$255,000"
158,IBM,"Bucharest, BU, Romania", 8/19/20,Band 7,User Experience (UX),,"$30,000"
159,Dropbox,"San Francisco, CA", 8/18/20,IC4,Interaction Design,,"$366,000"
160,Nutanix,"San Jose, CA", 8/18/20,Designer 3,User Experience (UX),,"$145,000"
161,Google,"San Francisco, CA", 8/18/20,L4,User Experience (UX),,"$223,000"
162,Facebook,"New York, NY", 8/18/20,IC5,Mobile,,"$303,000"
163,Amazon,"Seattle, WA", 8/17/20,L6,User Experience (UX),,"$240,000"
164,Amazon,"Berlin, BE, Germany", 8/17/20,IC5,User Experience (UX),,"$89,000"
165,Facebook,"San Francisco, CA", 8/16/20,L7,User Experience (UX),,"$550,000"
166,iRobot,"Boston, MA", 8/14/20,L1,User Research,,"$109,000"
167,Microsoft,"London, EN, United Kingdom", 8/14/20,60,User Experience (UX),,"$101,000"
168,3m,"St Paul, MN", 8/13/20,L8,User Research,,"$101,000"
169,Facebook,"Menlo Park, CA", 8/13/20,IC4,Interaction Design,,"$226,000"
170,HP Inc,"Houston, TX", 8/13/20,Intern,User Experience (UX),,"$46,000"
171,Wayfair,"Boston, MA", 8/13/20,L3,User Experience (UX),,"$128,000"
172,Datadog,"New York, NY", 8/13/20,L3,User Experience (UX),,"$164,000"
173,Airbnb,"San Francisco, CA", 8/12/20,L7,Interaction Design,,"$180,000"
174,Microsoft,"Tel Aviv, TA, Israel", 8/12/20,60,User Experience (UX),,"$111,000"
175,Cisco,"San Jose, CA", 8/11/20,Grade 10,User Experience (UX),,"$224,000"
176,Facebook,"San Francisco, CA", 8/10/20,IC4,Mobile,,"$214,000"
177,Intuit,"San Diego, CA", 8/10/20,IC1,User Experience (UX),,"$113,000"
178,Unity Technologies,"Vancouver, BC, Canada", 8/10/20,na,User Experience (UX),,"$150,000"
179,Amazon,"Austin, T",| 8/9/20,L6,User Experience (UX),,"$215,000"
180,Zillow,"Austin, T",| 8/9/20,L4,User Experience (UX),,"$86,000"
181,Morgan Stanley,"New York, N",| 8/9/20,Vice President,User Experience (UX),,"$150,000"
182,Google,"London, EN, United Kingdo",| 8/9/20,5,Visual Design,,"$250,000"
183,Ancestry,"Lehi, U",| 8/8/20,L4,User Experience (UX),,"$91,000"
184,Cognizant,"Santa Clara, C",| 8/8/20,l3,User Experience (UX),,"$100,000"
185,Deloitte,"Los Angeles, C",| 8/7/20,Senior UX Designer,User Experience (UX),,"$153,000"
186,Facebook,"Menlo Park, C",| 8/7/20,L4,Interaction Design,,"$226,000"
187,SurveyMonkey,"San Mateo, C",| 8/6/20,P4,Web Development (Front-End),,"$240,000"
188,Accenture,"Hong Kong, HK, Hong Kong (SAR",| 8/6/20,M,User Experience (UX),,"$135,000"
189,Evernote,"San Francisco, C",| 8/6/20,IC2,User Experience (UX),,"$135,000"
190,Intuit,"Mountain View, C",| 8/5/20,Senior Product Designer,User Experience (UX),,"$219,000"
191,Netflix,"Los Angeles, C",| 8/5/20,Senior,User Experience (UX),,"$368,000"
192,Intuit,"San Diego, C",| 8/4/20,Senior Product Designer,Other,,"$164,000"
193,Google,"Minnesota City, M",| 8/4/20,L3,Web Development (Front-End),,"$85,000"
194,Expedia,"Chicago, I",| 8/3/20,Designer II,Design,,"$92,000"
195,Comcast,"Philadelphia, P",| 8/3/20,Lead Product Experience Designer,Conversational Design,,"$140,000"
196,Google,"San Francisco, C",| 8/3/20,L11,Android,,"$140,000"
197,VMware,"San Antonio, T",| 8/3/20,Sr. Product Designer,Networking,,"$200,000"
198,SurveyMonkey,"San Mateo, C",| 8/2/20,Senior,Web Development (Front-End),,"$185,000"
199,Amazon,"Seattle, W",| 8/2/20,L4,DevOps,,"$152,000"
200,Autodesk,"Shanghai, SH, Chin",| 8/1/20,Grade 10,Web Design,,"$36,000"
201,Oracle,"Redwood City, C",| 8/1/20,IC-2,Mobile and Web Design,,"$128,000"
202,Wayfair,"Boston, M",| 8/1/20,L1,Web Development (Front-End),,"$77,000"
203,SurveyMonkey,"San Mateo, CA", 7/31/20,P3,Design,,"$235,000"
204,Facebook,"San Francisco, CA", 7/31/20,L4,Mobile (iOS + Android),,"$242,000"
205,American Express,"New York, NY", 7/31/20,L2,UX Design,,"$95,000"
206,Facebook,"Menlo Park, CA", 7/31/20,IC5,Mobile (iOS + Android),,"$330,000"
207,VMware,"Palo Alto, CA", 7/31/20,Senior MTS,CPBU,,"$239,000"
208,LinkedIn,"San Francisco, CA", 7/31/20,Senior UED,UX Design,,"$251,000"
209,Google,"Mountain View, CA", 7/30/20,L5,Research,,"$365,000"
210,Shopify,"Toronto, ON, Canada", 7/30/20,L5,Full Stack,,"$150,000"
211,BCG Digital Ventures,"New York, NY", 7/30/20,Lead,Full Stack,,"$220,000"
212,Mastercard,"St. Louis, MO", 7/30/20,Senior analyst,UX design,,"$114,000"
213,BCG Digital Ventures,"New York, NY", 7/30/20,L3,Full Stack,,"$182,000"
214,Uber,"San Francisco, CA", 7/30/20,5a,UX,,"$240,000"
215,Facebook,"San Francisco, CA", 7/29/20,IC6,iOS,,"$650,000"
216,Google,"Seattle, WA", 7/29/20,L5,UX Research,,"$279,000"
217,SquareSpace,"New York, NY", 7/29/20,PD2,Design,,"$140,000"
218,Microsoft,"Seattle, WA", 7/29/20,63,ML / AI,,"$196,000"
219,Adobe,"Seattle, WA", 7/29/20,User Experience Designer 3,Enterprise SAAS,,"$170,000"
220,SAP,"Bangalore, KA, India", 7/29/20,T3-3,Mobile (iOS + Android),,"$62,000"
221,Amazon,"Seattle, WA", 7/28/20,L4,Web Development (Front-End),,"$129,000"
222,iRobot,"Boston, MA", 7/28/20,UX Designer,Mobile (iOS + Android),,"$105,000"
223,Salesforce,"San Francisco, CA", 7/28/20,Lead product designer,user Experience,,"$265,000"
224,Blizzard Entertainment,"Irvine, CA", 7/28/20,Sr Artist,N/A,,"$124,000"
225,Microsoft,"Bengaluru, KA, India", 7/27/20,64,ML / AI,,"$121,000"
226,Facebook,"London, EN, United Kingdom", 7/27/20,IC4,Full Stack,,"$137,000"
227,Spotify,"New York, NY", 7/27/20,Product Designer,Analytics Tool,,"$150,000"
228,Microsoft,"Hyderabad, TS, India", 7/27/20,65,design,,"$110,000"
229,Amazon,"Lexington, MA", 7/27/20,Intern,Mobile (iOS + Android),,"$98,000"
230,Microsoft,"Redmond, WA", 7/26/20,62,Cloud Computing,,"$369,000"
231,EPAM Systems,"Seattle, WA", 7/26/20,L4,Web Development (Front-End),,"$146,000"
232,Uber,"Toronto, ON, Canada", 7/26/20,L4,Mobile (iOS + Android),,"$121,000"
233,SurveyMonkey,"San Mateo, CA", 7/26/20,L2,Full Stack,,"$230,000"
234,Samsung,"Mountain View, CA", 7/26/20,Management,Mobile (iOS + Android),,"$240,000"
235,Cisco,"Fulton, MD", 7/24/20,Grade 10,Security,,"$140,000"
236,Roblox,"San Mateo, CA", 7/23/20,IC5,Other,,"$380,000"
237,Google,"San Francisco, CA", 7/22/20,L4,Android,,"$260,000"
238,Expedia,"Bengaluru, KA, India", 7/21/20,M,Design,,"$52,000"
239,Google,"New York, NY", 7/21/20,L5,Design,,"$328,000"
240,Autodesk,"San Francisco, CA", 7/21/20,Senior Designer II,Full Stack,,"$195,000"
241,ExxonMobil,"Houston, TX", 7/17/20,Senior,Mobile (iOS + Android),,"$145,000"
242,Dropbox,"San Francisco, CA", 7/16/20,L3,Growth,,"$304,000"
243,Walmart,"Santa Rosa, CA", 7/16/20,5,Web Development (Front-End),,"$249,000"
244,Oracle,"San Francisco, CA", 7/16/20,IC-4,Web Development (Front-End),,"$190,000"
245,MassMutual,"New York, NY", 7/14/20,L2,Web Development (Front-End),,"$125,000"
246,Google,"Mountain View, CA", 7/14/20,L5,Ads,,"$354,000"
247,Amazon,"Seattle, WA", 7/14/20,L6,Design,,"$250,000"
248,Facebook,"New York, NY", 7/14/20,IC5,Design,,"$269,000"
249,Yelp,"San Francisco, CA", 7/13/20,IC2,Design,,"$175,000"
250,Amazon,"New York, NY", 7/13/20,L6,Enterprise,,"$295,000"
251,AppDynamics,"Redmond, WA", 7/12/20,L4,DevOps,,"$120,000"
252,Spotify,"New York, NY", 7/12/20,senior,Platform,,"$220,000"
253,Facebook,"Menlo Park, CA", 7/12/20,IC5,Design,,"$270,000"
254,Accenture,"Boston, MA", 7/10/20,Senior Analyst,Web Development (Front-End),,"$90,000"
255,Cruise,"San Francisco, CA", 7/10/20,Senior,Android,,"$253,000"
256,SurveyMonkey,"San Francisco, C",| 7/9/20,Manager,Full Stack,,"$314,000"
257,MathWorks,"Natick, M",| 7/9/20,Principal,User Experience,,"$170,000"
258,Comcast,"Philadelphia, P",| 7/8/20,P2,Mobile (iOS + Android),,"$101,000"
259,Autodesk,"London, EN, United Kingdo",| 7/8/20,Grade 14,Design Development,,"$195,000"
260,BCG Digital Ventures,"Berlin, BE, German",| 7/7/20,Senior,Experience Design,,"$82,000"
261,Salesforce,"San Francisco, C",| 7/7/20,6,Design,,"$192,000"
262,Stitch Fix,"San Francisco, C",| 7/7/20,Senior - L5,Internal tools,,"$172,000"
263,Johnson and Johnson,"New York, N",| 7/5/20,30,Design,,"$144,000"
264,Honeywell,"Chicago, I",| 7/3/20,Director,Full Stack,,"$250,000"
265,Lyft,"San Francisco, C",| 7/2/20,T5,Mobile (iOS + Android),,"$400,000"
266,Lyft,"San Francisco, C",| 7/1/20,T5,Full Stack,,"$395,000"
267,IBM,"Austin, TX", 6/30/20,Band 8,Security,,"$137,000"
268,Microsoft,"Bangalore, KA, India", 6/30/20,60,Mobile (iOS + Android),,"$30,000"
269,Rally Health,"San Francisco, CA", 6/29/20,Mid-Level,Design,,"$180,000"
270,IBM,"New York, NY", 6/28/20,Band 8,ML / AI,,"$165,000"
271,Amazon,"Seattle, WA", 6/28/20,L5,Other,,"$161,000"
272,Google,"Mountain View, CA", 6/27/20,L4,Web Development (Front-End),,"$242,000"
273,VMware,"Palo Alto, CA", 6/26/20,Staff Engineer 2,Web Development (Front-End),,"$350,000"
274,Microsoft,"Hyderabad, TS, India", 6/25/20,Level 60,Mobile (iOS + Android),,"$30,000"
275,Target,"Minneapolis, MN", 6/24/20,Senior Product Designer,UX/UI,,"$113,000"
276,Salesforce,"Atlanta, GA", 6/24/20,Senior Product Designer,Web Development (Front-End),,"$188,000"
277,ServiceNow,"San Diego, CA", 6/22/20,L1,UX,,"$97,000"
278,Microsoft,"Redmond, WA", 6/21/20,60,Azure,,"$163,000"
279,Amazon,"Seattle, WA", 6/20/20,L5,Web,,"$200,000"
280,Uber,"San Francisco, CA", 6/20/20,L7,Research,,"$622,000"
281,Oracle,"Seattle, WA", 6/19/20,Principal,Full Stack,,"$213,000"
282,Facebook,"New York, NY", 6/18/20,IC5,Full Stack,,"$302,000"
283,Cruise,"San Francisco, CA", 6/18/20,Junior,Web Tools,,"$150,000"
284,LinkedIn,"Sunnyvale, CA", 6/17/20,IC,Writing,,"$211,000"
285,Fitbit,"San Francisco, CA", 6/16/20,L2,Design,,"$130,000"
286,Facebook,"San Francisco, CA", 6/16/20,IC4,Mobile (iOS + Android),,"$228,000"
287,OPPO,"Palo Alto, CA", 6/16/20,12,Unity,,"$200,000"
288,Microsoft,"Redmond, WA", 6/15/20,63,Design,,"$215,000"
289,Walmart Labs,"San Bruno, CA", 6/15/20,Senior Director L8,Full Stack,,"$500,000"
290,Microsoft,"Seattle, WA", 6/15/20,60,Front End,,"$158,000"
291,Google,"Mountain View, CA", 6/11/20,L4,Mobile (iOS + Android),,"$250,000"
292,Facebook,"Menlo Park, CA", 6/11/20,IC5,Mobile (iOS + Android),,"$263,000"
293,Airbnb,"San Francisco, CA", 6/11/20,Senior,Full Stack,,"$383,000"
294,Google,"San Francisco, C",| 6/9/20,L5,UX,,"$322,000"
295,Microsoft,"Redmond, W",| 6/7/20,62,Full Stack,,"$169,000"
296,Indeed,"Seattle, W",| 6/7/20,L2,Design,,"$220,000"
297,Mastercard,"New York, N",| 6/6/20,Director,Design and research,,"$250,000"
298,Google,"Mountain View, C",| 6/6/20,L4,Design,,"$204,000"
299,Google,"New York, N",| 6/5/20,L4,Design,,"$244,000"
300,Microsoft,"Redmond, W",| 6/5/20,64,Mobile (iOS + Android),,"$229,000"
301,Nerdwallet,"San Francisco, C",| 6/4/20,L3,Web,,"$131,000"
302,Datadog,"New York, N",| 6/3/20,L2,Platform Design,,"$166,000"
303,IBM,"Cambridge, M",| 6/1/20,7,UX,,"$120,000"
304,Dell,"Round Rock, TX", 5/31/20,L8,UX,,"$160,000"
305,Microsoft,"Redmond, WA", 5/29/20,63,UX,,"$234,000"
306,IBM,"New York, NY", 5/29/20,Director,Design,,"$358,000"
307,Google,"Mountain View, CA", 5/29/20,L5,Mobile (iOS + Android),,"$322,000"
308,Ernst and Young,"New York, NY", 5/29/20,Staff 2,Web Development (Front-End),,"$90,000"
309,WeWork,"Singapore, SG, Singapore", 5/26/20,L4,Full Stack,,"$173,000"
310,Amazon,"Seattle, WA", 5/26/20,L6,other,,"$205,000"
311,Flipkart,"Bangalore, KA, India", 5/24/20,F9,"Design, Product Design,",,"$30,000"
312,Facebook,"Menlo Park, CA", 5/24/20,IC3,Product,,"$146,000"
313,Microsoft,"Redmond, WA", 5/23/20,Designer 2,Web Development (Front-End),,"$190,000"
314,Uber,"Amsterdam, NH, Netherlands", 5/23/20,Mid-level,Mobile (iOS + Android),,"$147,000"
315,Google,"San Francisco, CA", 5/20/20,L6,"Cloud, YouTube, Ads",,"$475,000"
316,Goldman Sachs,"New York, NY", 5/20/20,Associate,Full Stack,,"$143,000"
317,Microsoft,"Redmond, WA", 5/19/20,65,Web Development (Front-End),,"$288,000"
318,Yelp,"San Francisco, CA", 5/18/20,IC3,All,,"$196,000"
319,Facebook,"Menlo Park, CA", 5/18/20,IC6,Product design,,"$390,000"
320,Google,"San Francisco, CA", 5/16/20,L5,Design,,"$264,000"
321,VMware,"Palo Alto, CA", 5/15/20,Senior MTS,UX,,"$212,000"
322,SAP,"Chicago, IL", 5/15/20,T2,UX,,"$105,000"
323,Target,"Minneapolis, MN", 5/15/20,L6,UX,,"$167,000"
324,Apple,"Cupertino, CA", 5/14/20,ICT3,PD,,"$216,000"
325,Instacart,"San Francisco, CA", 5/14/20,L6,Design,,"$275,000"
326,Microsoft,"Redmond, WA", 5/14/20,61,Web design,,"$165,000"
327,TUNE,"Seattle, WA", 5/13/20,Senior,Product,,"$125,000"
328,Dropbox,"Seattle, WA", 5/13/20,IC3,Full Stack,,"$194,000"
329,Apple,"Cupertino, CA", 5/12/20,ICT4,Product Design,,"$310,000"
330,Boeing,"Bellevue, WA", 5/12/20,4,User Experience,,"$130,000"
331,Boeing,"North Charleston, SC", 5/12/20,4,Full Stack,,"$111,000"
332,SurveyMonkey,"Portland, OR", 5/10/20,Senior Designer,UX,,"$200,000"
333,Intuit,"Mountain View, C",| 5/9/20,ICT1,Full Stack,,"$173,000"
334,Facebook,"Menlo Park, C",| 5/8/20,IC5,AR/VR,,"$278,000"
335,ASML,"San Diego, C",| 5/4/20,9,Site Reliability (SRE),,"$157,000"
336,Samsung,"New York, NY", 4/29/20,E4,Android,,"$120,000"
337,Amazon,"Seattle, WA", 4/29/20,L5,Full Stack,,"$145,000"
338,Twilio,"San Francisco, CA", 4/28/20,IC4,Design,,"$235,000"
339,VMware,"Palo Alto, CA", 4/28/20,Senior Staff Engineer,Web Development (Front-End),,"$420,000"
340,Salesforce,"San Francisco, CA", 4/27/20,Senior Director,Web Development (Front-End),,"$418,000"
341,Dropbox,"San Francisco, CA", 4/26/20,IC3,Full Stack,,"$310,000"
342,Apple,"Cupertino, CA", 4/26/20,ICT3,Mechanical engineer,,"$190,000"
343,OPPO,"Palo Alto, CA", 4/23/20,12,Human Computer Interaction,,"$200,000"
344,Uber,"San Francisco, CA", 4/22/20,5,Design,,"$300,000"
345,Amazon,"Palo Alto, CA", 4/22/20,L6,Mobile (iOS + Android),,"$272,000"
346,Facebook,"Menlo Park, CA", 4/21/20,IC5,Full Stack,,"$295,000"
347,Uber,"San Francisco, CA", 4/21/20,L5A,UX,,"$297,000"
348,Facebook,"Seattle, WA", 4/20/20,IC5,ML / AI,,"$300,000"
349,Google,"San Francisco, CA", 4/19/20,L10,Dev,,"$950,000"
350,Amazon,"Palo Alto, CA", 4/18/20,L5,Designer,,"$170,000"
351,Wish,"San Francisco, CA", 4/17/20,4,Design,,"$200,000"
352,Amazon,"New York, NY", 4/17/20,L5,Design,,"$220,000"
353,Facebook,"London, EN, United Kingdom", 4/17/20,IC4,iOS,,"$124,000"
354,Walmart Labs,"San Bruno, CA", 4/16/20,X3,Mobile (iOS + Android),,"$120,000"
355,Ford,"London, EN, United Kingdom", 4/16/20,7,Mobile (iOS + Android),,"$56,000"
356,Microsoft,"Seattle, WA", 4/15/20,62,Web Development (Front-End),,"$169,000"
357,SAP,"Palo Alto, CA", 4/14/20,T1 L3,Web Development (Front-End),,"$156,000"
358,Stitch Fix,"San Francisco, CA", 4/11/20,5,User Experience,,"$175,000"
359,Microsoft,"Redmond, W",| 4/8/20,63,ML / AI,,"$185,000"
360,Apple,"Cupertino, C",| 4/8/20,L1,Design,,"$167,000"
361,SoFi,"San Francisco, C",| 4/7/20,product designer,design,,"$142,000"
362,Google,"Mountain View, C",| 4/7/20,L5,Mobile (iOS + Android),,"$340,000"
363,Facebook,"Seattle, W",| 4/6/20,IC5,ML / AI,,"$257,000"
364,Oracle,"Seattle, W",| 4/5/20,IC-3,Full Stack,,"$150,000"
365,microsoft,"Seattle, W",| 4/4/20,60,Full Stack,,"$165,000"
366,SAP,"Palo Alto, C",| 4/4/20,L2,UX,,"$120,000"
367,Facebook,"London, EN, United Kingdo",| 4/4/20,IC5,Design,,"$170,000"
368,Intuit,"San Diego, CA", 3/31/20,Principal,Web,,"$205,000"
369,Twitter,"Washington, DC", 3/27/20,5,Product Design,,"$222,000"
370,microsoft,"Redmond, WA", 3/25/20,63,design,,"$140,000"
371,Macy's,"San Francisco, CA", 3/24/20,Lead,iOS,,"$200,000"
372,Amazon,"Seattle, WA", 3/22/20,L7,Alexa Devices,,"$293,000"
373,OPPO,"Palo Alto, CA", 3/18/20,5,Android,,"$200,000"
374,Asurion,"Nashville, TN", 3/16/20,L4,Full Stack,,"$150,000"
375,Google,"Mountain View, CA", 3/12/20,L4,UX,,"$292,000"
376,Expedia,"Seattle, WA", 3/11/20,Senior,Mobile (iOS + Android),,"$144,000"
377,Apple,"Cupertino, CA", 3/10/20,ICT4,mechanical engineering,,"$325,000"
378,Microsoft,"Seattle, WA", 3/10/20,62,Design,,"$186,000"
379,Airbnb,"San Francisco, C",| 3/7/20,9,design,,"$658,000"
380,IBM,"San Jose, C",| 3/6/20,B9,ML / AI,,"$210,000"
381,Capital One,"New York, N",| 3/6/20,Director,Management,,"$240,000"
